ID,LIMIT_BAL$,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1$,BILL_AMT2$,BILL_AMT3$,BILL_AMT4$,BILL_AMT5$,BILL_AMT6$,PAY_AMT1$,PAY_AMT2$,PAY_AMT3$,PAY_AMT4$,PAY_AMT5$,PAY_AMT6$,def_pay
9548,11520,2,1,2,30,-1,-1,0,0,-1,-1,759.2,1469.216,2590.24,1730.048,1674.944,1058.368,1956.384,2553.6,1344.48,1718.72,1058.368,3824.128,0
9549,16000,2,1,1,42,1,-2,-1,-1,-1,-1,0,0,53.76,0,215.84,0,0,53.76,0,215.84,0,24.192,0
9550,640,1,3,2,22,1,2,0,0,0,0,607.264,587.968,590.656,603.264,625.472,677.28,0,53.76,32,32,67.2,0,0
9551,2560,1,2,2,30,2,2,2,2,2,2,2339.616,2388.448,2413.056,2451.776,2478.688,2410.464,105.6,83.2,96,96,50.56,185.6,0
9552,960,2,1,1,44,-2,-2,-2,-2,-2,-2,19.712,0,0,0,0,0,0,0,0,0,0,0,0
9553,2560,2,2,1,35,0,0,0,0,0,0,460.032,502.048,524.576,535.168,546.752,557.792,45.92,36.448,15.04,16,15.68,17.408,0
9554,960,2,2,1,52,0,0,2,0,0,0,867.232,971.52,896.064,764.128,133.696,0,131.52,3.008,60.128,2.688,0,0,0
9555,6400,2,3,1,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9557,8960,1,2,2,29,0,0,0,2,2,0,8170.144,8292.384,8857.408,9006.56,8844.896,7507.424,302.048,704,342.208,0,271.2,296.512,1
9558,5440,2,2,2,33,-1,-1,-2,-2,-2,-2,49.504,0,0,0,0,0,0,0,0,0,0,0,0
9559,3200,2,3,2,44,0,0,0,0,0,0,2879.616,2956.416,3023.296,1900.384,1950.496,1913.152,123.264,132.32,70.4,80.672,69.184,86.304,0
9560,2240,2,2,2,24,0,0,2,0,0,0,2096.256,1612.224,1576.672,1614.368,1652.352,1717.312,128,0,64,64,96,64,1
9562,3200,2,3,2,27,0,0,0,0,0,0,2674.784,2732.448,2783.392,2608.704,2597.472,2552.512,100.832,98.08,92.544,93.952,96,96,0
9563,2560,1,1,2,39,2,2,2,2,0,0,2503.872,2540.928,2572.416,2500.096,2424.384,2363.936,96,96.032,0,86.496,99.2,265.664,1
9564,9600,2,2,1,33,-1,-1,-1,-1,0,-1,47.872,47.872,47.872,79.68,63.872,47.808,48,48,79.808,32.192,47.936,64.096,0
9565,4800,2,1,1,40,-2,-2,-2,-2,-1,0,1667.104,966.016,647.744,170.624,1978.432,167.04,64,32,160.096,1978.432,160,640,0
9566,4800,1,2,2,26,0,0,-1,0,0,0,2219.456,1358.624,2950.816,2252.992,2241.184,462.752,134.816,2958.624,160.736,137.952,224.96,97.728,0
9567,320,1,3,1,52,1,2,0,0,0,0,223.008,214.784,247.104,252,257.312,267.424,0,36.096,8.992,9.344,14.4,45.28,1
9568,6720,2,1,2,35,-2,-2,-2,-2,-2,-2,0,0,0,26.24,0,0,0,0,26.24,0,0,0,0
9569,640,1,2,2,25,0,0,0,0,0,0,632.64,622.816,671.936,622.976,1174.464,0,46.88,128,0,11.744,0,0,1
9570,640,1,2,1,38,0,0,0,0,2,0,214.88,247.552,279.84,300.608,291.232,297.024,41.184,41.472,30.24,0,15.392,26.528,0
9571,2560,2,3,1,48,2,2,2,0,0,0,2038.24,1065.056,718.144,497.696,178.976,43.2,193.792,20.864,16.544,0,0.864,166.4,0
9572,8640,1,2,1,49,-2,-2,-2,-2,-2,-2,-5.536,-5.536,-5.536,-5.536,-5.536,-5.536,0,0,0,0,0,0,0
9573,6400,2,1,1,33,-2,-2,-1,0,0,-1,0,7.2,180.096,177.28,524.096,155.2,7.2,180.096,0.736,524.096,155.2,72.16,0
9574,6400,1,1,1,34,-1,-1,-1,-1,-1,2,87.264,42.624,64.096,26.112,144.96,135.84,42.624,64.096,26.112,144.96,0,0,0
9575,320,1,2,2,34,0,0,0,-1,0,0,298.336,278.656,0,307.232,320.16,289.856,32,0,307.232,25.6,32,32,0
9576,11520,1,1,2,34,-1,-1,0,0,0,0,168.8,776.544,1071.136,1660.8,973.568,1556.672,776.544,320,640,96.096,640,960,0
9577,640,1,2,1,40,1,2,0,0,0,0,644.416,624.992,603.744,616.096,640.096,623.04,0,36.672,17.024,28.8,24.992,0,1
9578,1280,2,1,1,27,0,0,0,0,0,0,1307.392,1249.44,1274.4,1243.104,1009.12,1029.088,64.736,57.696,45.6,41.376,41.6,42.848,0
9579,3520,1,3,1,50,0,0,0,0,0,0,3494.144,3402.304,2167.264,1514.016,1512.16,1512.16,137.6,96,64,54.4,57.6,53.248,0
9580,1600,1,3,1,50,0,0,0,2,0,0,2044.448,2096.384,2200.448,459.296,515.52,570.624,89.6,128,0,64,64,32,0
9581,3200,2,1,2,28,0,0,0,0,0,0,1485.76,1525.728,1561.056,1599.392,1414.752,1554.176,64,64,64,48.448,160,0,0
9582,1600,1,2,2,21,0,0,0,0,0,0,672.736,872.64,362.944,265.76,233.216,0,96,32,0,0,0,0,0
9583,960,2,3,1,23,2,2,0,0,2,2,510.56,493.12,548.768,587.584,605.408,613.152,0,64,48,32,22.4,0,1
9584,640,1,1,2,23,2,2,2,2,2,2,225.28,252.704,243.904,265.408,256.512,300.224,36.096,0,25.6,0,48,26.08,1
9585,3200,1,2,1,44,2,2,2,2,0,0,963.008,995.552,1005.024,979.296,1005.152,1026.848,57.6,35.2,0,41.6,38.4,44.8,1
9586,2560,2,2,1,24,-1,0,0,-1,-1,-2,46.784,79.104,0,15.744,0,0,48.064,0,15.744,0,0,0,0
9587,3840,1,1,2,29,0,0,0,0,0,0,3785.696,3143.424,4830.464,2484.448,2558.912,1959.936,107.456,108.8,192,102.4,128,27.04,1
9588,960,1,2,2,36,-1,-1,2,-1,-1,-1,96.768,110.784,12.48,7.68,68.8,24.96,110.784,0,7.68,73.6,24.96,0,0
9590,5440,2,1,2,30,1,-2,-1,-1,-2,-2,0,0,17.6,0,0,0,0,17.6,0,0,0,0,1
9591,640,1,1,1,40,0,0,0,0,0,0,986.624,572.672,552.256,607.392,623.872,595.008,112,48,64,25.6,25.6,22.4,0
9592,1600,2,3,1,36,0,0,0,0,0,0,1481.952,1522.528,1532.704,904.416,273.536,284.992,64.448,42.624,22.336,9.92,16,10.56,0
9593,9600,2,1,1,31,0,0,0,0,0,0,4796.576,4880.928,4892.224,3627.104,3665.728,3723.424,224,192,130.688,129.792,137.6,211.488,0
9594,640,2,1,2,26,2,2,2,2,2,2,9.6,9.6,9.6,9.6,9.6,9.6,0,0,0,0,0,0,1
9595,4160,1,2,2,29,0,0,0,0,0,0,936.064,962.752,981.76,985.504,996.704,1023.872,64,57.376,41.6,39.136,59.232,32,0
9596,16000,2,2,1,41,-1,-1,-1,-1,2,2,80.096,19.616,74.848,138.656,41.12,63.008,33.376,140.832,100.8,0,32,15.936,0
9597,960,1,2,2,41,-1,0,0,0,3,2,311.552,334.496,376.672,417.024,401.216,389.984,37.824,48,56.352,0,0,35.2,0
9598,5760,2,2,1,41,0,0,0,0,0,0,4453.888,4536.064,3909.248,3562.496,3644.48,3738.336,205.152,192,160,144,160,134.4,0
9599,10880,1,1,2,33,-1,-1,-1,-1,0,-1,269.664,329.248,302.464,724.16,282.208,298.464,329.6,302.752,725.632,256.224,298.752,1048.832,0
9600,15360,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9601,2560,2,2,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9602,4480,2,3,2,24,0,0,0,0,0,0,669.536,630.816,620.32,615.808,549.92,1164.064,52.256,51.2,25.6,56.096,640,30.016,0
9603,5760,2,3,2,30,0,0,0,0,0,0,3387.936,2888.032,1988.608,1815.296,1693.376,667.392,160,112,32,45.44,32,16,0
9604,960,2,2,2,30,0,0,2,0,0,0,530.24,607.648,588.384,705.504,758.112,817.504,96,0,128,64,72,48,0
9606,3520,2,3,2,45,0,0,0,0,0,0,295.744,303.488,445.504,600.512,911.936,981.344,160,160,160,320,160,160,0
9607,1920,1,1,2,25,0,0,0,0,0,0,774.4,1110.656,810.432,893.248,975.232,1023.424,352,64,96,96,64,64,0
9608,2560,2,1,1,35,-1,2,-1,-1,-1,-1,115.648,2.624,119.136,9.696,21.184,105.44,0,119.136,28.512,21.184,105.44,34.816,0
9609,3520,1,1,2,25,0,0,0,0,0,0,2052.96,2103.776,2129.056,2165.664,1250.112,1276.288,83.872,67.936,62.464,64,46.976,25.6,0
9610,640,1,2,1,42,1,2,0,0,0,0,563.648,545.344,577.664,593.984,602.048,624,0,41.6,25.92,22.4,32,28.8,1
9611,4800,1,3,2,31,-1,-1,-1,-1,-1,-1,134.816,188.704,75.68,160.128,176.992,114.144,189.248,76.096,160.608,177.504,114.432,164.416,0
9612,7680,2,3,1,44,-1,-1,-1,-1,0,-1,783.008,368.352,149.44,559.36,175.648,247.68,368.352,149.44,559.36,0,247.68,217.216,0
9613,12800,1,1,1,44,0,0,0,0,0,0,589.824,774.336,722.688,724.96,749.344,539.04,218.816,69.088,32,96,32.256,32,0
9614,3840,1,1,1,34,2,2,2,2,2,2,3118.816,3168.576,3215.776,3261.984,3333.088,3274.368,128,128,128,128,0,256,1
9615,10560,1,1,2,39,0,0,0,0,0,0,11701.504,11072.448,10714.432,8488.192,8464.512,8450.528,395.2,408.96,300.8,640,307.52,326.4,0
9616,960,1,2,2,29,-1,-1,-1,-1,0,-1,12.48,12.48,12.48,46.016,23.008,50.816,12.48,12.48,46.016,0,50.816,0,0
9617,3200,1,3,1,55,2,-1,-1,-1,-2,-1,13.92,13.92,9.12,-4.8,-18.72,32.64,13.92,9.12,0,0,65.28,0,0
9618,4480,1,1,2,37,-1,-1,-1,-1,-1,-1,9.312,9.312,9.312,9.312,9.312,14.112,9.312,9.312,9.312,9.312,14.112,9.312,0
9621,5120,2,3,1,49,-2,-2,-1,-1,-1,-2,23.712,202.848,106.688,98.752,222.688,172.928,202.848,106.816,98.88,223.072,173.12,58.112,0
9622,3520,2,1,2,25,-2,-2,-2,-2,-2,-2,2755.424,2684.608,2721.184,1434.208,784.384,814.304,0,128,67.2,64,48,48,0
9623,640,1,2,1,45,-2,-2,-2,-2,-2,-2,52.832,0,12.48,12.48,24.96,0,0,12.48,12.48,24.96,0,0,0
9624,960,2,3,2,23,-1,-1,-1,-1,-1,-1,16.896,29.216,344.736,29.312,98.912,22.4,29.216,344.736,29.312,98.912,22.4,0,0
9625,1600,1,2,1,47,1,-1,-1,-1,-2,-2,0,26.72,7.232,-41.6,-41.6,-41.6,26.72,7.232,0,0,0,0,0
9626,640,1,3,2,24,0,0,0,0,2,2,431.04,471.936,504.352,559.904,546.4,632.864,48,40.448,64,0,96,0,1
9627,7040,2,1,2,36,-1,-1,-1,-1,-1,-1,58.816,29.472,30.176,46.944,802.4,219.584,29.536,30.24,47.072,804.8,220.224,246.88,0
9628,14720,1,1,2,36,-1,-1,-1,0,0,0,367.008,439.968,1050.816,1062.496,100.128,190.24,440.512,1051.872,672,5.28,113.632,927.328,0
9629,4800,2,1,2,34,1,-2,-2,-2,-1,2,0,0,0,0,17.664,8.064,0,0,0,17.664,0,428.928,1
9630,1600,2,3,1,53,0,0,0,0,0,-2,646.752,1557.504,1110.208,1136.096,64.8,0,1164.672,53.184,47.072,68,0,0,0
9631,3200,2,1,1,32,2,0,0,0,0,2,3137.056,3135.84,3160.992,3134.272,3260.32,3136.48,147.84,150.4,124.8,252.8,0,246.4,0
9632,8320,1,1,1,50,0,0,0,0,0,-1,3709.984,3806.624,3828.768,3918.336,-107.296,3966.048,185.6,192,256,1280,4073.344,192,0
9633,1600,1,3,1,41,4,3,2,0,0,-1,1694.56,1659.104,1609.824,886.624,911.328,927.328,0,0,0,31.168,995.2,38.4,1
9634,1600,2,2,2,27,0,0,0,0,0,0,1486.88,1528.832,1524.032,1447.264,941.952,331.616,75.744,51.392,38.336,38.272,10.976,4.928,0
9635,7680,2,1,2,34,-1,-1,-2,-2,-2,-2,159.04,0,0,0,0,0,0,0,0,0,0,0,0
9636,7360,1,3,2,24,0,0,0,0,2,0,2626.112,2570.144,2267.328,2381.216,2318.304,2349.376,128,112,192,0,96,89.6,0
9637,2880,2,2,2,28,0,0,0,0,0,2,2213.952,2318.4,2361.536,2389.824,2546.752,2504.352,160,101.056,83.2,192,0,608,0
9638,640,2,2,2,22,0,0,2,0,0,0,175.136,239.744,159.616,373.76,210.88,0,73.6,0,3.264,48,0,0,0
9639,2240,2,3,2,25,0,0,0,0,2,0,2197.056,2195.776,1958.656,1603.552,1574.624,1616.768,144,89.056,800,0,96,192,0
9640,8320,1,1,2,29,0,0,0,0,0,0,4102.656,3230.048,2961.568,2881.216,2840.704,3561.184,544,192,160,208,800,128,0
9641,640,2,2,2,35,1,2,0,0,-2,-2,453.792,398.944,214.048,0,0,0,0,32,0,0,0,0,1
9642,4800,2,2,2,29,0,0,0,0,0,0,3021.088,2945.504,2530.816,2604.768,2368.288,2107.872,160,160,160,192,160,128,0
9643,6400,2,3,2,51,0,0,0,0,0,0,6300,5773.696,4195.552,3615.84,3433.6,3261.376,245.024,154.048,125.472,128,139.68,352,0
9644,1600,1,1,2,57,0,0,0,0,0,0,1624.64,1622.688,1594.048,1638.368,649.792,649.792,58.048,58.112,70.432,22.912,23.072,22.176,0
9645,6720,1,2,1,39,-1,-1,-1,-1,-1,-1,46.176,46.176,46.176,46.176,46.176,46.176,46.176,46.176,46.176,46.176,46.176,46.176,0
9646,11520,1,1,2,27,-1,-1,-1,-1,0,0,24.288,182.24,44.48,272.992,272.992,-1.056,182.464,44.64,272.992,0,0,0,0
9647,960,2,2,2,34,1,2,2,2,2,2,763.52,742.144,961.344,904.832,975.456,955.136,0,233.6,0,85.312,0,32,0
9648,5440,2,2,2,35,0,0,0,-1,-1,-1,432,239.968,233.632,330.944,457.44,655.072,42.08,38.4,330.944,457.44,655.072,204.832,0
9649,16000,2,2,2,32,0,0,0,0,0,0,1422.784,1212.48,912.864,864.96,878.528,975.552,224,224,256,320,384,92.032,0
9650,2560,1,2,2,31,0,0,0,0,0,0,1459.36,1493.408,1532.544,1571.136,1604.864,1657.984,57.6,64,64,64,80,128,0
9651,2240,1,2,2,24,3,2,2,2,2,2,2016,2060.704,2088.096,2035.488,2188.704,2227.36,96,80,0,192,80,86.4,1
9652,3200,1,3,2,26,0,0,0,0,0,-1,980.064,1020.608,1057.568,1059.584,0,22.88,74.432,64,41.6,0,22.88,0,0
9653,9600,2,2,1,26,-1,-1,-1,-1,-1,-1,10.112,10.112,10.112,10.112,10.112,14.912,10.112,10.112,10.112,10.112,14.912,10.112,0
9654,6400,2,2,1,49,-1,-1,2,0,0,0,96.768,354.56,279.552,844.256,894.688,651.52,320,0,640,320,160,48.64,0
9655,6080,1,1,2,30,-1,-1,-1,-1,-1,-1,830.496,50.88,15.296,321.12,779.04,36.8,54.336,15.296,321.12,779.04,38.112,464.384,0
9656,960,2,3,1,43,0,0,0,0,0,0,739.232,527.36,494.688,491.712,501.76,480,47.392,44.8,9.824,10.048,9.6,56.64,0
9657,7360,2,3,1,58,1,-2,-1,-1,-1,0,0,0,96,57.6,940.384,735.36,0,96,57.6,940.384,38.4,80.8,0
9658,2560,1,1,1,46,0,0,0,0,0,0,1251.68,1285.632,1269.792,934.816,811.392,727.136,64,79.68,48.704,35.2,30.72,31.616,0
9659,8960,2,1,2,36,1,-2,-2,-1,-1,-2,3.968,0,0,13.696,0,0,0,0,13.696,0,0,0,0
9660,4480,2,1,2,29,1,2,0,0,0,0,4637.504,4521.248,4396.064,2984.352,3051.776,3106.016,0.544,177.504,103.744,112.384,106.656,140.256,0
9661,960,2,3,1,35,2,2,2,2,2,2,869.12,846.208,918.208,893.952,957.76,937.664,0,96,0,83.2,0,51.2,1
9662,960,2,2,1,36,2,2,2,2,2,2,538.176,646.816,626.88,680.352,665.056,706.592,128,0,64,0,57.6,0,1
9663,640,1,2,1,51,0,0,0,0,0,0,597.536,562.304,594.688,611.104,618.496,1202.432,41.504,41.888,26.304,21.824,0,49.856,0
9664,7360,2,2,1,30,-1,-1,-1,0,-1,-1,117.952,177.824,186.112,41.216,742.272,482.304,179.808,186.816,0.224,745.984,484.704,528.576,0
9665,640,1,2,2,23,0,0,2,0,0,-2,538.592,652.928,627.872,449.632,0,0,133.856,0,8.992,0,0,0,1
9666,11520,2,1,2,27,0,0,0,0,0,2,680.8,720.544,758.624,772.64,770.176,779.2,57.6,57.6,32,52.768,32.096,0.096,1
9667,1920,2,1,2,24,0,0,0,0,0,0,1795.808,1833.024,1873.056,1899.168,1769.664,1810.016,85.248,89.6,76.8,67.2,69.792,70.816,0
9668,640,2,2,2,48,0,0,0,2,0,0,454.976,487.904,543.552,525.376,531.68,542.208,49.984,73.632,0,19.52,19.328,24.928,1
9669,16000,1,1,1,44,-1,-1,-1,0,-1,-1,11.744,488.704,413.6,2421.344,2163.488,2302.272,532.864,2436.672,2166.304,2163.488,2302.272,448,0
9670,12160,1,2,1,39,-2,-2,-2,-1,-1,-2,0,131.424,80.544,22.72,0,0,131.424,80.544,22.912,0,0,37.856,0
9671,5120,1,1,2,27,1,-2,-2,-1,-1,-1,-59.52,-89.28,-148.8,29.76,29.76,64.32,0,0,178.56,29.76,64.32,0,0
9672,5440,1,1,2,48,2,2,7,7,7,7,76.8,76.8,76.8,76.8,76.8,76.8,0,0,0,0,0,0,0
9673,13760,2,1,2,29,0,0,0,0,0,0,2154.752,1708.8,1670.848,1036.352,1051.136,913.824,104.352,97.632,38.368,64,64,4509.056,0
9674,10240,1,1,1,39,-1,-1,0,-1,-1,-1,267.968,564.288,1216,36.48,31.904,52.256,564.288,672,36.48,31.904,52.256,0,0
9675,5760,1,1,1,31,-1,-1,0,0,-1,-1,35.2,27.52,47.36,12.16,23.68,35.2,27.52,32,0,23.68,35.2,12.16,1
9676,1600,1,2,2,42,-1,0,0,0,0,0,1523.584,3133.376,1580.032,630.176,629.664,629.024,67.616,62.368,21.92,22.4,22.784,21.568,0
9677,1920,1,2,2,29,2,2,2,2,2,2,1524.192,1554.368,1583.232,1611.52,1616.288,1680.704,64,64,64,35.2,96,0,0
9678,11520,2,3,2,38,1,-1,-1,0,0,0,-16.224,24.032,491.808,251.04,217.152,0,48.064,491.808,6.4,0,0,0,0
9679,2560,2,2,2,23,0,0,0,0,0,0,2591.936,2021.888,1867.072,1803.552,1789.856,1821.952,144,63.136,96,160,67.2,102.4,0
9680,1600,1,3,1,41,-2,-2,-2,-2,-2,-2,862.336,520.704,32,0,0,0,160.544,35.296,0,0,0,0,0
9681,6400,2,2,2,37,2,0,0,0,0,0,6856.352,6730.08,6610.016,6492.672,5539.552,5450.432,256,288,256,224,230.4,336,0
9682,14720,2,1,2,36,-1,-1,-1,0,0,-1,1865.984,1164.416,1693.44,1603.392,1604.704,42.912,1170.24,1693.984,32.192,32.608,43.104,62.88,0
9683,4160,2,2,2,23,0,0,0,0,0,0,2509.632,2483.616,2014.816,1871.04,1890.208,1651.168,96,96,96,80,64,96,0
9684,14080,1,2,2,29,0,0,0,0,0,0,13791.68,13983.328,10554.048,9258.912,9209.888,9381.632,604.384,386.432,321.344,352.16,354.208,288.192,0
9685,8960,1,2,2,38,2,2,2,0,0,0,5394.592,5464.8,5335.968,5399.648,5336.224,5176.864,192,0.16,187.456,183.712,179.456,182.784,1
9686,640,1,3,2,39,0,-1,0,-1,-1,-1,208.96,268.448,322.88,110.4,416.96,304.224,268.448,160,110.4,416.96,304.224,633.408,0
9687,1920,2,2,2,24,0,0,0,0,0,0,1853.6,1862.016,1869.152,1879.776,1921.344,1848.992,67.2,96,80,80,73.6,160,0
9688,6720,2,2,2,38,0,0,0,0,0,0,6219.456,5949.024,5779.776,5891.52,6052.288,6238.912,256,320,256,256,288,256,0
9689,3200,2,3,2,46,0,0,0,0,0,0,1792.288,1859.328,1988.032,2178.624,2363.456,2471.232,96,160,224,220.8,147.2,134.4,0
9690,7680,1,1,1,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9691,8960,2,3,2,43,0,0,0,0,0,0,6235.776,5720.768,5505.44,5615.584,5736.64,5868.608,224,224,198.4,208,224,224,0
9692,4160,2,1,2,29,-1,3,2,2,2,2,2.496,2.496,2.496,2.496,2.496,-3.872,0,0,0,0,0,0,0
9693,11520,1,1,2,35,-2,-2,-2,-2,-2,-2,49.056,-0.384,79.776,-0.192,41.568,-0.064,0.768,80.16,0,41.76,0,0,1
9694,6720,2,3,2,36,0,0,0,0,0,0,6510.304,6613.856,3181.152,2026.304,2349.856,2412.192,209.568,144,77.024,406.4,102.4,128,0
9695,640,1,3,2,23,2,2,2,2,3,2,481.088,565.632,547.2,611.552,592.8,578.56,102.4,0,83.2,0,0,54.4,1
9696,640,2,2,2,23,0,0,0,0,0,0,151.392,212.544,368.256,542.496,553.92,590.912,64,160,192,20.032,46.112,0,0
9697,1600,1,2,1,34,1,2,2,2,2,2,528.032,510.304,580.288,563.904,615.968,456.288,0,80,0,64,0,32,1
9698,3200,2,2,1,39,0,0,0,0,0,0,3105.28,2101.376,2113.472,2136.928,1466.656,1483.808,83.744,67.136,61.312,54.624,55.424,44.128,0
9699,1600,1,3,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
9700,4160,1,2,2,27,1,2,2,2,2,2,3947.872,4028.96,4048.768,4081.088,4176.768,4237.312,192,137.6,140.8,160,128,2.016,1
9701,8640,2,1,2,31,0,0,-2,-1,-1,0,440.288,0,0,89.152,149.952,101.888,0,0,89.152,149.952,0,0,0
9702,1600,2,2,2,24,-1,-1,-1,-1,0,0,12.48,12.48,12.48,24.96,24.96,0,12.48,12.48,24.96,0,0,0,0
9703,2560,2,2,1,35,0,0,0,0,0,0,308.704,332.48,346.112,311.872,313.536,332.832,38.592,36.192,10.304,15.68,44.864,6.432,0
9704,320,2,1,2,29,-1,-1,-1,-1,-1,-1,55.264,48.256,99.072,108.8,144.704,-7.68,48.256,99.136,108.8,144.704,0,32,0
9705,6080,2,2,1,34,-1,-1,-1,-2,-1,-1,16,9.6,0,0,13.376,30.848,9.6,0,0,13.376,30.848,21.44,0
9706,1600,1,1,2,27,0,0,2,0,0,2,1302.016,1402.112,1370.112,1392.896,1480.256,1514.88,131.2,0,55.136,115.2,64,88.96,0
9707,3200,2,3,1,46,2,2,2,2,2,0,1365.568,1471.456,1501.664,1528.288,1499.68,1533.76,128,64,60.8,0,64,128,1
9708,4800,1,2,2,49,0,0,0,0,0,0,4858.304,2752.064,2425.024,2442.656,2494.592,2481.696,95.52,86.4,160,90.336,91.68,85.728,1
9709,16320,1,3,2,30,-2,-2,-2,-2,-2,-2,17.536,0,0,0,0,56.608,0,0,0,0,56.608,0,0
9710,3520,2,2,2,24,-1,-1,-1,-1,0,0,43.584,43.264,59.744,1183.552,1281.696,1318.272,43.264,59.744,1183.552,160,96,736,0
9711,4800,2,1,1,58,-1,-1,-1,-1,-1,-1,53.024,72.864,129.568,53.28,17.888,0,72.864,130.112,53.28,17.888,0,21.216,0
9712,1600,2,2,1,54,0,0,0,0,0,0,1548.896,1539.808,1394.88,584.448,597.088,605.376,64.64,100.096,32,20.992,20.64,20.16,0
9713,1600,2,2,2,23,-1,0,0,0,0,0,819.904,1074.048,821.76,434.464,36.736,-0.192,323.904,320.896,160,0.192,0,0,0
9714,11520,2,2,1,29,1,-1,2,-1,-1,-1,0,26.496,13.248,13.248,13.248,13.248,39.808,0.064,13.312,13.312,13.312,19.2,0
9715,320,2,1,2,24,2,0,0,2,2,2,208.768,241.888,306.048,296.448,315.584,321.6,41.6,73.6,0,28.8,16,0,0
9716,6720,2,1,2,26,1,2,2,0,0,0,3843.136,3879.104,3769.056,3844.032,3924.576,4003.936,144,0,137.664,142.56,144.736,144.512,0
9717,11840,1,2,2,28,0,0,0,0,0,0,8352.672,8496.384,8623.712,7164.96,7250.112,7258.144,320.032,320,320,262.624,244.512,240.672,0
9718,11520,2,2,1,33,0,0,-2,-1,-1,-1,101.664,0,0,53.504,0,31.552,0,0,53.504,0,31.552,24.96,0
9719,1600,2,2,1,31,0,0,2,0,0,2,1439.04,1539.232,1503.776,1534.08,1628.896,1593.408,123.36,0,54.208,118.816,64,60.8,1
9720,11520,1,2,2,38,-2,-2,-2,-2,-1,0,0,0,0,0,102.048,5682.72,0,0,0,102.048,5664,160,0
9721,5440,2,1,1,35,0,0,-1,-1,-1,-1,2759.648,2419.2,89.6,700.192,0,216.96,48.384,89.6,700.192,0,216.96,16.96,0
9722,2240,1,2,2,26,0,0,0,-1,0,0,2171.648,2185.088,2156,2280.64,2277.024,2272.256,112.544,118.4,2280.64,96,96,96,1
9723,11520,2,1,2,34,-1,-1,-1,-1,-1,-1,283.872,204.096,852.736,214.624,110.4,0,205.152,863.584,215.68,110.944,0,7660.8,0
9725,1600,1,1,1,38,0,0,-2,-2,-2,-2,404.8,0,0,0,0,0,0,0,0,0,0,0,0
9726,6400,1,1,1,41,-1,-1,-1,-1,-1,-1,44.096,-0.704,174.08,-0.064,25.472,44.48,0,174.784,0,25.536,44.608,115.2,0
9727,4480,1,2,2,30,-1,-1,-1,-1,-1,-1,10.432,10.432,10.432,10.432,10.432,10.432,10.432,10.432,10.432,10.432,10.432,10.432,1
9728,3840,2,2,2,33,0,0,0,0,0,0,3853.152,3926.944,3804.352,3749.44,3756.896,3756.416,201.6,195.2,147.2,160,153.6,160,0
9729,8960,2,3,2,46,-2,-2,-2,-2,-2,-2,44.832,166.432,115.68,62.816,66.752,41.504,166.432,115.68,62.816,66.752,41.504,36.928,0
9730,9600,2,1,2,29,0,-1,-1,-1,0,-1,859.424,304.16,285.856,459.424,785.568,96.992,304.352,285.856,459.424,480,96.992,671.776,0
9731,640,2,2,2,22,0,0,2,2,2,2,485.408,569.376,550.624,653.088,667.008,651.168,91.968,0,111.68,28.8,0,11.552,0
9732,5120,2,2,2,25,2,2,2,2,2,0,5076.128,5187.104,5234.144,5235.744,5009.728,5009.824,240,179.2,186.304,0.448,182.4,185.6,1
9733,640,1,1,2,24,2,0,0,0,0,0,568.992,620.416,637.856,554.592,410.304,637.568,64,41.6,12.48,12.416,320,12.8,1
9734,3840,1,2,1,41,0,0,0,0,0,0,1438.912,1463.232,1305.44,1278.016,1299.52,1260.704,54.08,81.984,44.544,46.144,45.28,45.504,0
9735,9280,2,2,1,37,-2,-2,-2,-2,-2,-2,62.752,100.608,16,0,0,0,100.736,16.032,0,0,0,0,0
9736,1920,1,2,1,32,0,0,0,0,0,2,984.992,827.84,862.848,872.48,970.528,771.328,48.16,51.168,28.8,144,0,32,0
9737,3520,2,1,2,29,0,0,0,0,0,0,2230.976,2174.752,2185.792,2233.152,1559.296,594.368,96,64,65.568,64,32,32,0
9738,1600,2,3,1,43,0,0,0,0,0,0,1371.968,1399.264,919.744,260.8,216.672,214.816,59.584,34.464,32,32,32,32,0
9739,20160,1,1,2,32,-2,-2,-2,-2,-2,-2,87.392,122.144,149.728,181.728,213.728,219.2,36.416,32,32,32,5.472,2349.28,0
9740,960,1,1,2,28,0,0,0,0,2,0,762.784,798.336,819.552,935.84,917.952,849.568,57.6,44.8,128,0,84.192,16,0
9741,1600,1,2,2,33,0,0,0,0,0,0,1603.008,1614.752,1631.808,976.672,967.744,966.176,79.328,77.184,37.184,38.368,39.136,38.368,0
9742,1920,1,2,1,42,0,0,0,0,0,0,1575.808,1545.92,1335.872,815.616,838.368,902.4,64,64,32,48.032,96,48,0
